#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2022-09-02T18:25:04 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ631248d42a3e4c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-order=I
#-out.src=I/239/hip_main
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=hipparcos&HTTPPRM:&&-ref=VIZ631248d42a3e4c&-out.max=50&-out.form=HTML Table&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HIP&-out=Vmag&Vmag=<=6&-out=Plx&-out=pmRA&-out=pmDE&-out=e_Plx&-out=B-V&-ignore=HIPep=*&HIPep=HIPep&Erratum=Erratum&-out=_RA.icrs&-out=_DE.icrs&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=I/239/hip_main
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-out=HIP
#-out=Vmag
#Vmag=<=6
#-out=Plx
#-out=pmRA
#-out=pmDE
#-out=e_Plx
#-out=B-V
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	pmRA	(F8.2)	*? Proper motion mu_alpha.cos(delta), ICRS(H12)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F8.2)	*? Proper motion mu_delta, ICRS (H13)	[ucd=pos.pm;pos.eq.dec]
#Column	e_Plx	(F6.2)	? Standard error in Plx (H16)	[ucd=stat.error;pos.parallax]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
HIP|Vmag|Plx|pmRA|pmDE|e_Plx|B-V|_RA.icrs|_DE.icrs
 75119| 5.35|  13.38|  -42.48| -104.14|  0.86| 1.191|230.25831675|+00.71533669
 75127| 5.54|  12.14|  -51.92|  -10.86|  0.89| 1.047|230.28170919|-05.82485335
 75141| 3.22|   6.39|  -19.11|  -24.05|  0.86|-0.227|230.34300711|-40.64751791
 75177| 3.57|   9.99|  -91.85|  -86.03|  0.79| 1.534|230.45154169|-36.26137639
 75178| 5.38|  13.20|  -48.83|   13.91|  0.59|-0.051|230.45239658|+32.93369467
 75181| 5.65|  68.70|-1622.71| -275.10|  0.79| 0.639|230.45062501|-48.31762762
 75206| 4.99|  29.27| -141.44| -132.58|  0.76| 0.515|230.53446223|-47.92779187
 75256| 5.99|   7.07|    9.30|  -38.47|  0.52|-0.033|230.65524028|+62.04707594
 75257| 5.56|   1.23|    2.21|  -13.77|  0.53| 1.626|230.65571566|+39.58146272
 75260| 5.72|   8.59|  -15.15|  -92.40|  0.49| 1.315|230.66006358|+63.34143917
 75264| 3.37|   6.47|  -20.25|  -20.13|  0.61|-0.191|230.67029542|-44.68962207
 75304| 4.54|   5.38|  -18.05|  -21.53|  0.77|-0.155|230.78895891|-36.85848860
 75308| 5.65|  24.00|  -81.96|  -27.74|  0.75| 0.489|230.79376610|-60.65717607
 75312| 4.99|  53.70|  125.77| -176.48|  1.24| 0.577|230.80129685|+30.28781220
 75323| 4.48|   6.40|  -10.29|  -36.57|  0.99| 0.169|230.84435831|-59.32078728
 75352| 5.72|   5.41|  -37.69|  -36.45|  0.77| 1.039|230.96766276|-12.36950145
 75379| 4.92|  30.90|  -68.52| -152.65|  0.99| 0.453|231.04953961|-10.32226578
 75411| 4.31|  26.96| -147.68|   84.69|  0.65| 0.309|231.12261592|+37.37716675
 75439| 5.36|   8.48|  -25.25|  -56.38|  0.79|-0.093|231.18753835|-39.71026857
 75458| 3.29|  31.92|   -8.27|   17.30|  0.51| 1.166|231.23239471|+58.96606559
 75501| 4.60|   8.72|  -46.05|  -13.35|  1.34| 0.000|231.33424168|-38.73362055
 75530| 5.16|   3.55|  -14.02|   -7.51|  0.76| 1.650|231.44748616|+15.42803613
 75565| 5.89|   9.75|  123.08|    9.26|  0.61| 1.000|231.56134380|-68.30916685
 75572| 5.46|   6.66| -114.43|   60.34|  0.59| 1.410|231.57243338|+34.33599626
 75647| 5.46|   7.79|  -21.21|  -24.02|  0.84|-0.150|231.82553879|-36.76755989
 75665| 5.71|   4.80|  -12.91|  -19.25|  0.68| 1.646|231.88784772|-64.53150379
 75695| 3.66|  28.60| -181.39|   86.84|  0.69| 0.319|231.95721171|+29.10570271
 75696| 5.90|   5.48|  -16.90|   -3.14|  0.48| 1.441|231.96426286|+60.67021675
 75730| 5.64|   3.59|   16.66|  -33.36|  0.93| 1.545|232.06420080|-16.71648418
 75761| 5.15|  26.68|  -84.56|  -33.48|  0.75| 0.245|232.15932129|+01.84208120
 75828| 5.26|   3.68|   -8.29|   -5.56|  0.74| 1.731|232.35112132|-46.73270421
 75944| 5.82|   5.78|   23.95|   -2.61|  0.83| 1.056|232.66834221|-16.60946440
 75973| 5.04|   3.74|   11.02|   -8.81|  0.54| 1.589|232.73233051|+40.83304674
 75974| 5.74|  10.24| -111.90|   77.48|  0.51| 0.976|232.73235229|+64.20869349
 76008| 5.00|   3.92|  -46.89|    5.31|  0.50| 1.545|232.85387206|+77.34935188
 76013| 5.40|   3.20|    0.38|  -18.28|  0.59|-0.146|232.87842252|-73.38959090
 76041| 4.98|   7.59|  -13.73|  -14.92|  0.55| 0.086|232.94575727|+40.89933250
 76106| 5.50|  14.39|  -18.92|  -39.51|  0.82| 0.197|233.15292216|-19.67045969
 76126| 5.53|   4.24|  -10.66|  -15.26|  0.84|-0.148|233.23008838|-16.85284434
 76127| 4.14|  10.49|  -19.62|   -8.94|  0.66|-0.127|233.23242724|+31.35913344
 76133| 5.50|  12.06|  -17.27|  -41.17|  0.72| 1.092|233.24140750|-01.18639936
 76207| 5.82|   1.97|  -39.18|  -34.50|  0.88| 1.695|233.50711487|-40.06643242
 76219| 4.61|  34.54|  305.62| -234.12|  0.78| 1.000|233.54458663|-10.06452866
 76243| 5.16|   9.30|  -32.01|  -27.31|  0.86|-0.090|233.61047272|-09.18341606
 76259| 5.13|   8.84|   16.72|  -31.22|  1.02| 1.306|233.65550210|-28.04698322
 76267| 2.22|  43.65|  120.38|  -89.44|  0.79| 0.032|233.67195048|+26.71469302
 76276| 3.80|  15.54|  -72.63|    3.17|  0.78| 0.268|233.70061304|+10.53886686
 76297| 2.80|   5.75|  -16.05|  -25.52|  1.24|-0.216|233.78519974|-41.16675700
 76307| 5.14|   5.71|   24.61|    8.63|  0.56| 1.650|233.81216083|+39.01006717
 76311| 5.97|   8.24|  -17.96|    2.08|  0.54| 1.184|233.81749673|+53.92214366
 76333| 3.91|  21.42|   65.67|    6.93|  0.90| 1.007|233.88157906|-14.78953681
 76371| 4.55|   7.51|  -20.42|  -21.48|  0.73|-0.175|233.97186738|-44.95838909
 76376| 5.77|  13.24|  -38.19|   -0.57|  0.53| 0.051|233.98766354|+54.63056667
 76397| 5.44|   4.95|  -45.01|  -55.17|  0.92| 1.497|234.05041580|-44.39682312
 76424| 5.93|  20.40|   71.54|   -5.54|  0.81| 0.354|234.12182931|+16.11908473
 76425| 5.26|  13.89|   46.67| -114.73|  0.70| 0.925|234.12324829|+10.01017604
 76440| 4.11|  15.09|   24.51|  -54.66|  0.62| 1.161|234.18009374|-66.31703754
 76470| 3.60|  16.76|  -13.26|   -3.48|  0.84| 1.361|234.25604093|-28.13507945
 76509| 5.85|   9.18|  -35.17|  -20.49|  0.51| 1.098|234.38336373|+54.50873314
 76519| 5.65|   3.70|  -49.11|   52.08|  0.47| 1.371|234.41303496|+69.28334390
 76532| 5.79|  11.97|  -31.72|  -75.18|  1.03| 1.074|234.45016080|-23.14169782
 76534| 5.25|  20.00|   60.45|   59.57|  0.56| 0.886|234.45665521|+40.35343290
 76552| 4.34|  14.19| -147.60|   56.35|  0.73| 1.412|234.51335576|-42.56734797
 76568| 5.76|  27.98|   97.18| -100.38|  0.55| 0.353|234.56761052|+46.79775126
 76569| 5.82|  11.17|   63.82|  -71.39|  0.90| 1.077|234.56784142|-21.01632655
 76594| 5.84|   8.71|   -4.69|  -28.20|  0.56| 0.847|234.64248369|+50.42328353
 76600| 3.66|   7.33|  -22.10|  -26.54|  1.01|-0.177|234.66403964|-29.77775386
 76618| 5.43|   7.13|  -34.13|  -30.86|  0.73| 0.005|234.70613394|-52.37269466
 76628| 5.36|   9.60|   84.20|  -75.23|  1.45| 0.883|234.72733058|-19.30189199
 76669| 4.64|   6.89|  -15.29|   -6.51|  0.67|-0.103|234.84446952|+36.63581181
 76705| 4.66|  13.32|    5.65|  -13.70|  0.81| 0.964|234.94157853|-34.41192603
 76716| 5.95|  32.34| -121.90| -215.20|  0.76| 0.505|234.98560042|-59.90833817
 76742| 4.97|   8.55|  -15.62|   -8.18|  0.98| 1.302|235.07039743|-23.81807829
 76750| 5.64|   4.44|  -12.76|  -20.73|  0.57|-0.040|235.08888668|-73.44668497
 76810| 6.00|   7.24|   22.16|  -16.80|  0.79| 0.908|235.24625327|+16.02458817
 76829| 4.64|  57.09| -168.70| -265.69|  0.72| 0.413|235.29740578|-44.66120503
 76852| 4.51|  16.97|  -59.86|  -43.23|  0.77| 0.062|235.38773012|+19.67040059
 76866| 5.34|  14.28|   39.68|   -4.55|  0.84| 0.033|235.44756448|+12.84752763
 76877| 5.95|   8.65|   -8.20|  -38.98|  0.60|-0.034|235.47784835|-76.08195925
 76878| 5.80|  18.78|  -73.00|   56.85|  0.82| 0.207|235.47797158|+18.46403679
 76880| 4.75|   8.16|  -33.21| -104.33|  1.29| 1.574|235.48665872|-19.67882804
 76939| 5.23|  12.04|  -50.36|  -16.11|  0.78| 0.987|235.65964730|-37.42493556
 76945| 4.75|   8.24|  -23.96|  -30.43|  0.84|-0.151|235.67091721|-34.71040721
 76952| 3.81|  22.48| -112.52|   50.70|  0.67| 0.020|235.68568764|+26.29563742
 76957| 5.48|  10.30|  -66.30|   29.68|  0.50|-0.042|235.71149928|+52.36090260
 76996| 5.57|  15.02|  137.01|   96.74|  0.51| 0.118|235.82053928|-84.46527293
 77048| 5.57|  13.11|  -28.80|   -8.69|  0.58| 1.076|235.99708548|+32.51580692
 77052| 5.86|  68.16|  -44.96| -144.73|  0.87| 0.684|236.00758190|+02.51517329
 77055| 4.29|   8.68|   20.07|   -2.50|  0.47| 0.038|236.01466385|+77.79449293
 77060| 5.41|  22.21|  -34.49|  -63.48|  0.86| 0.238|236.01833122|-15.67283378
 77070| 2.63|  44.54|  134.66|   44.14|  0.71| 1.167|236.06697851|+06.42562699
 77086| 5.93|   7.07|  -17.70|  -28.98|  0.95|-0.007|236.09447621|-41.81908870
 77163| 5.57|   8.49|   27.17|   -3.19|  0.73| 0.035|236.34784913|+05.44731480
 77227| 5.39|   7.99|  -21.84|  -31.77|  0.68|-0.035|236.52348786|-01.80419278
 77233| 3.65|  21.31|   68.54|  -41.31|  0.86| 0.073|236.54690158|+15.42182561
 77257| 4.42|  85.08| -225.51|  -68.52|  0.80| 0.604|236.61088855|+07.35307319
 77272| 5.94|   3.13| -120.14|   77.50|  0.54| 1.404|236.64482815|+55.47479080
 77277| 5.19|  12.00|   40.00|  -56.54|  0.50| 0.062|236.66668890|+62.59955706
 77286| 5.61|   8.40|  -19.83|  -26.63|  0.91|-0.117|236.68423547|-34.68245371
 77336| 5.71|  12.95|  -54.99|   31.57|  1.01| 0.094|236.82216304|+14.11534830
 77370| 5.85|  12.56|   12.64|    4.82|  0.52| 0.249|236.90802758|+55.37662695
 77390| 5.54|   8.03|  -27.98|  -41.74|  1.29| 0.231|236.97106727|-65.44229133
 77412| 5.98|   7.41|   -8.84| -105.44|  1.01| 1.272|237.05544341|+13.78907797
 77442| 5.89|   0.54|   -2.10|  -11.52|  0.72| 0.608|237.14339541|+28.15674892
 77450| 4.09|   9.36|  -51.78|  -88.72|  0.81| 1.616|237.18490342|+18.14156366
 77464| 5.53|  20.34|  -29.12|    6.18|  0.70| 0.120|237.23665667|-03.81851309
 77512| 4.59|  19.71|  -79.85|  -63.78|  0.73| 0.794|237.39852576|+26.06839434
 77516| 3.54|  20.94|  -98.07|  -27.41|  0.82|-0.036|237.40503496|-03.43020774
 77541| 5.86|  16.82|  -27.63|  -10.43|  3.78| 0.068|237.48956804|-48.91240761
 77562| 5.78|   9.00|  -27.60|  -39.07|  0.82|-0.076|237.52951595|-53.20977030
 77578| 5.21|  12.40|   30.15|  -47.62|  0.73| 1.019|237.57311229|+02.19650915
 77622| 3.71|  46.39|  127.98|   61.87|  0.74| 0.147|237.70402545|+04.47773018
 77634| 3.97|  15.86|   -5.92|  -24.91|  0.84|-0.045|237.73974002|-33.62716543
 77635| 4.63|   6.25|  -13.64|  -24.91|  0.91|-0.072|237.74477002|-25.75129544
 77645| 5.74|   0.89|   -2.95|   -3.08|  0.89| 0.017|237.77835295|-55.05553281
 77655| 4.79|  32.13|   -8.07| -347.41|  0.61| 0.996|237.80804817|+35.65738198
 77660| 5.09|  20.47|  -92.51|  -27.56|  0.82| 0.135|237.81497246|-03.09049656
 77661| 4.74|   8.26|  -54.70|   17.99|  0.71| 1.534|237.81628738|+20.97791921
 77678| 6.00|   7.43| -113.11|  -33.41|  0.85| 1.152|237.88091307|-47.06080055
 77738| 5.81|   9.09|  -23.82|   54.06|  0.51| 0.972|238.06898748|+55.82671307
 77760| 4.60|  63.08|  438.97|  629.52|  0.54| 0.563|238.16892286|+42.45151803
 77811| 5.04|   9.15|   -3.61|  -19.00|  1.04|-0.014|238.33357736|-20.16704023
 77840| 4.59|   7.52|  -14.42|  -25.40|  1.18|-0.073|238.40299620|-25.32714192
 77853| 4.13|  20.02|  100.12|  135.27|  0.88| 1.003|238.45640848|-16.72929352
 77858| 5.38|   7.87|  -13.51|  -25.42|  1.05|-0.011|238.47464386|-24.53315725
 77859| 5.41|   8.30|  -12.88|  -24.06|  1.18|-0.033|238.48276610|-23.97809446
 77902| 5.45|   5.42|  -83.83|   43.04|  0.76| 1.588|238.64421562|+20.31096824
 77907| 5.35|   5.21|  -33.32|   66.12|  0.55| 1.645|238.65771031|+43.13856713
 77909| 5.87|   7.16|  -12.29|  -25.45|  1.20|-0.065|238.66470881|-25.24374125
 77939| 5.95|   5.23|  -10.63|  -18.38|  0.98|-0.013|238.75151630|-19.38292565
 77952| 2.83|  81.24| -188.45| -401.92|  0.62| 0.315|238.78567608|-63.43072662
 77982| 5.11|   1.09|   -8.90|   -6.27|  0.57| 1.108|238.87332974|-68.60300140
 77984| 5.63|   7.55|  -34.96|  -29.93|  0.93| 0.141|238.87533288|-26.26599348
 77986| 5.73|   6.77|  -23.28|   16.79|  0.53|-0.102|238.87746678|+42.56619310
 77990| 5.78|  19.09|  -47.33|  -71.19|  0.87| 0.355|238.88485665|-60.17764722
 78012| 5.43|  24.12|   29.45|   80.08|  0.59| 0.352|238.94827874|+37.94695788
 78045| 5.76|  15.15|  -36.48|  -70.88|  0.80| 0.087|239.02464218|-60.48247726
 78072| 3.85|  89.92|  311.20|-1282.17|  0.72| 0.478|239.11326153|+15.66161688
 78104| 3.87|   7.97|  -15.20|  -25.10|  0.87|-0.199|239.22115205|-29.21407322
 78105| 5.14|  16.35|   23.80|  -45.97|  2.04| 0.129|239.22290935|-33.96613398
 78106| 5.59|  16.64|   20.26|  -49.68|  3.12| 0.072|239.22549780|-33.96428074
 78132| 5.54|  14.36| -120.83|   87.25|  0.80| 1.141|239.31071625|+14.41448012
 78142| 5.78|   3.51|   -9.83|  -12.37|  0.95| 1.095|239.33885603|-36.18534387
 78159| 4.14|  14.20|  -76.55|  -60.24|  0.70| 1.231|239.39688262|+26.87787990
 78168| 5.84|   7.16|  -10.00|  -22.35|  0.87| 0.012|239.41859712|-20.98307996
 78180| 4.96|  29.57| -150.18|  106.47|  0.50| 0.269|239.44767142|+54.74976237
 78207| 4.95|   6.36|  -12.29|  -16.77|  0.79|-0.080|239.54737034|-14.27935849
 78246| 5.43|   6.68|  -11.41|  -24.06|  0.82|-0.092|239.64527909|-24.83148822
 78265| 2.89|   7.10|  -12.00|  -25.71|  0.84|-0.180|239.71297035|-26.11410529
 78276| 5.61|   3.63|   25.20|   27.65|  0.58| 1.529|239.74047384|+36.64377347
 78279| 5.74|   4.33|   -9.49|   -6.78|  0.84|-0.066|239.74227757|-65.03758551
 78323| 4.99|   8.59|  -37.76|  -16.51|  0.79| 0.988|239.87610968|-41.74443615
 78384| 3.42|   6.61|  -16.58|  -27.06|  0.78|-0.206|240.03053401|-38.39670656
 78400| 5.47|  30.49| -636.53| -397.92|  0.94| 0.517|240.08163140|-16.53335050
 78401| 2.29|   8.12|   -8.67|  -36.90|  0.88|-0.117|240.08335942|-22.62170993
 78436| 5.53|   7.10|  -15.05|  -11.99|  0.75| 0.043|240.19846931|-08.41135327
 78442| 5.82|  13.62|  -43.01|   75.24|  0.79| 1.003|240.21305704|+04.42736313
 78459| 5.39|  57.38| -196.89| -773.01|  0.71| 0.612|240.26108988|+33.30350930
 78481| 5.10|  10.58|  -46.09|  152.84|  0.85| 0.992|240.30965720|+17.81839727
 78493| 4.98|   9.29|  -38.20|   -6.90|  0.61|-0.050|240.36068726|+29.85106144
 78527| 4.01|  47.79| -320.07|  334.96|  0.54| 0.528|240.47227393|+58.56525152
 78542| 5.93|   3.98|    1.80|  -36.56|  0.50| 1.498|240.52315992|+52.91591721
 78554| 4.82|  18.42|    4.57|   24.04|  0.71| 0.066|240.57371658|+22.80445386
 78592| 4.72|   8.68|   56.01|  -61.25|  0.57|-0.094|240.69957561|+46.03670491
 78639| 4.65|  14.97|   41.18|   10.39|  0.76| 0.902|240.80373746|-49.22969549
 78649| 5.79|   4.72|    8.03|  -13.52|  0.59| 0.586|240.83068614|+36.63178700
 78650| 4.96|  15.39|  -67.89|  -37.57|  0.91| 1.234|240.83592905|-25.86524023
 78655| 4.90|   6.19|  -17.68|  -28.54|  0.76|-0.146|240.85078899|-38.60254059
 78661| 5.73|   5.61|  -17.52|   20.44|  0.49| 0.051|240.88063042|+76.79393894
 78662| 4.63|  23.26| -118.32|  -78.34|  0.98| 0.252|240.88371506|-57.77506392
 78665| 6.00|  18.28|  -37.60|  -29.22|  0.90| 0.470|240.89316192|-32.00053847
 78747| 5.91|  25.10| -128.48| -116.19|  0.71| 0.409|241.15340077|-37.86295066
 78820| 2.56|   6.15|   -6.75|  -24.89|  1.12|-0.065|241.35929462|-19.80545336
 78821| 4.90|   2.88|  -34.59|   -7.47| 12.99|-0.024|241.36064081|-19.80186007
 78868| 5.70|  11.31|  -33.29|   71.48|  0.60| 1.169|241.48257360|-72.40089807
 78877| 5.90|   6.70|  -10.98|  -29.18|  0.86|-0.071|241.52657175|-23.60631525
 78893| 5.44|  11.92|  -35.94|   62.65|  0.48|-0.019|241.58198561|+67.81013363
 78914| 4.73|  26.41|   17.47|   37.03|  0.80| 0.230|241.62265863|-45.17318517
 78918| 4.22|   7.94|  -15.84|  -31.06|  0.83|-0.184|241.64810321|-36.80228846
 78933| 3.93|   7.70|  -10.55|  -23.73|  0.87|-0.046|241.70177456|-20.66919247
 78970| 5.72|  19.22|   52.54|  -56.45|  2.00| 0.298|241.81755420|-36.75567607
 78990| 4.31|  12.32|   43.68|  -45.30|  0.89| 0.831|241.85136420|-20.86876420
 79005| 5.75|   7.66|  -41.67|  -27.64|  0.86| 0.018|241.90173206|-12.74541033
 79007| 5.63|  12.12|  -20.84|   -7.13|  0.83| 0.200|241.90641092|+09.89174292
 79043| 5.00|   8.40|  -34.29|   -5.46|  1.23| 0.931|242.01885653|+17.04698022
 79050| 5.35|   7.67|   99.72|   -5.78|  0.80| 1.643|242.03160775|-26.32667888
 79072| 5.69|   5.74|  -13.62|   -6.16|  0.90| 1.575|242.11697935|+08.53430980
 79098| 5.86|   7.65|  -10.21|  -25.79|  0.77| 0.020|242.18216954|-23.68541585
 79101| 4.23|  14.27|  -25.98|   35.86|  0.52|-0.045|242.19240795|+44.93490599
 79119| 4.73|  28.84|  -40.71|  343.47|  0.54| 1.015|242.24291258|+36.49094417
 79120| 5.93|   7.58|  -36.32|   12.17|  0.78| 1.471|242.24533115|+03.45447473
 79137| 5.93|  32.84|  258.17| -746.68|  0.96| 0.988|242.29672854|+06.37869508
 79153| 5.57|  12.02|  -13.19|  -59.65|  0.68|-0.024|242.32728698|-57.93431797
 79195| 5.39|   6.60|  -24.27|    0.64|  0.91| 1.446|242.46049234|-03.46672920
 79199| 5.50|   7.53|  -25.69|  -44.91|  0.78|-0.075|242.46912194|-33.54580488
 79280| 5.48|   4.90|   -1.38|   13.19|  0.46|-0.093|242.70635509|+75.87756285
 79302| 5.09|  12.77|  -85.58|  -87.92|  0.92| 1.131|242.75862402|-29.41622030
 79320| 5.86|  14.44|  -79.37| -125.52|  0.95| 0.273|242.82377510|-41.11980324
 79349| 5.74|   5.76|  -21.23|  -11.72|  0.72| 1.519|242.90848202|+23.49480143
 79357| 5.89|   3.49|   -6.95|   24.71|  0.56| 1.464|242.94833015|+42.37456882
 79358| 5.62|   5.34|   -8.89|  -28.00|  0.60| 1.352|242.95022732|+36.42509439
 79374| 4.00|   7.47|   -9.70|  -25.25|  1.11| 0.076|242.99889379|-19.46070821
 79375| 4.93|  19.79|  -21.92|  -27.95|  0.94| 0.087|242.99995237|-10.06425307
 79387| 5.43|  13.05|   44.39|    1.45|  1.02| 0.118|243.03048126|-08.54757591
 79399| 5.67|  10.94|  -22.99|  -40.90|  0.91| 0.012|243.06683170|-28.41730511
 79404| 4.58|   6.97|  -10.31|  -23.17|  0.79|-0.172|243.07585385|-27.92637196
 79488| 5.46|   7.68|   36.31|   -5.11|  0.82| 1.472|243.31428933|+05.02108648
 79497| 5.78|  14.13| -100.49|  -41.91|  0.69| 0.365|243.34456747|-55.54094742
 79509| 4.95|   7.45|   -5.33|  -22.48|  0.78| 1.017|243.36970393|-54.63046753
 79540| 5.24|   7.43|   -5.96|  -10.11|  0.91| 1.394|243.46210399|-11.83774676
 79593| 2.73|  19.16|  -45.83| -142.91|  1.02| 1.584|243.58641439|-03.69432297
 79596| 5.91|   5.07|   -8.41|  -18.79|  0.85| 1.021|243.59318878|-33.01108784
 79607| 5.23|  46.11| -266.47|  -86.88|  0.98| 0.599|243.67022334|+33.85861287
 79653| 5.13|  11.06|  -36.77|  -45.86|  0.73|-0.114|243.81381535|-47.37202131
 79664| 3.86|   5.25|    3.51|  -13.49|  0.61| 1.105|243.85946153|-63.68568176
 79666| 5.72|  10.31|  -68.39|  -84.77|  0.73| 1.126|243.86931313|+18.80808660
 79672| 5.49|  71.30|  232.16| -495.84|  0.89| 0.652|243.90529277|-08.36944168
 79689| 5.61|   8.82|  -12.12|  -49.86|  0.67| 0.137|243.95749098|-57.91234970
 79754| 5.45|   4.05|    8.62|   -0.67|  0.82| 1.696|244.18032631|-53.81110927
 79757| 5.80|   3.95|   23.60|  -17.05|  0.68| 0.063|244.18661396|+29.15026076
 79790| 4.97|   2.27|   -2.24|   -3.96|  0.90| 0.788|244.25388950|-50.06812186
 79797| 5.95|  18.13|  -44.74|  -84.65|  0.69| 0.159|244.27255228|-67.94128543
 79804| 5.37|   4.96|    6.81|   25.56|  0.49| 1.551|244.31394402|+59.75502328
 79822| 4.95|  33.52|  -89.94|  257.80|  0.47| 0.393|244.37619927|+75.75533045
 79881| 4.80|  23.23|  -33.79| -100.59|  0.80| 0.008|244.57457668|-28.61402047
 79882| 3.23|  30.34|   82.39|   40.08|  0.79| 0.966|244.58037087|-04.69251067
 79938| 5.97|   3.77|  -21.18|   -1.13|  0.85| 1.475|244.75175031|-14.87282537
 79953| 5.93|   5.11|  -21.35|   33.40|  0.55| 1.369|244.79672300|+49.03815923
 79963| 5.44|   6.97|    6.62|  -10.28|  1.00| 0.099|244.82352371|-42.67396507
 79980| 5.53|  24.10|   82.88|   21.81|  1.79| 0.466|244.88641112|-30.90671595
 79992| 3.91|  10.37|  -13.15|   39.31|  0.53|-0.151|244.93515331|+46.31336639
 80000| 4.01|  25.58| -159.36|  -52.84|  0.86| 1.080|244.96009378|-50.15550766
 80008| 5.48|  37.29| -129.35|   -2.49|  0.52| 0.410|244.97976149|+39.70858437
 80047| 4.68|   4.26|   -9.91|  -36.59|  0.57| 1.680|245.08668995|-78.69574502
 80054| 5.76|   8.98|   19.61|  -14.30|  0.73| 0.970|245.10521092|-55.13970611
 80057| 5.27|   4.92|   -1.67|  -30.98|  0.59| 1.413|245.11191165|-78.66749596
 80079| 4.55|   2.77|   -4.23|  -14.71|  0.76| 0.758|245.15908631|-24.16932002
 80112| 2.90|   4.44|  -10.03|  -18.03|  0.81| 0.299|245.29715015|-25.59279641
 80161| 5.26|  11.09|  -18.48|  -10.59|  0.47| 1.115|245.45296320|+69.10939138
 80170| 3.74|  16.69|  -47.44|   44.61|  0.73| 0.299|245.48005997|+19.15313028
 80179| 4.82|  36.56| -156.01|   48.09|  1.01| 0.338|245.51812082|+01.02903908
 80181| 4.86|  17.76|  -97.35|  107.68|  0.63| 0.970|245.52426649|+30.89199596
 80197| 5.20|   5.87|    5.52|  -38.25|  0.58| 1.631|245.58927230|+33.79905176
 80208| 5.32|   5.86|  -12.32|  -26.01|  0.95|-0.047|245.61664599|-49.57235445
 80212| 5.89|   3.13|   -8.44|  -11.32|  0.90| 1.121|245.62111283|-43.91205108
 80214| 5.40|   5.98|   -5.22|   50.03|  0.58| 1.523|245.62174444|+33.70347845
 80309| 5.67|   7.91|  -29.54|   33.99|  0.61| 0.956|245.94647297|+61.69646128
 80331| 2.73|  37.18|  -16.98|   56.68|  0.45| 0.910|245.99785870|+61.51421312
 80337| 5.37|  77.69|   72.64|    3.41|  0.86| 0.625|246.00537432|-39.19298028
 80343| 4.48|  18.32|  -21.48|  -47.53|  0.89| 0.996|246.02576647|-20.03732689
 80351| 5.83|   9.55|    4.57|   14.72|  0.73| 0.018|246.04512471|+06.94820724
 80375| 5.75|   8.90|   11.87|   20.67|  0.49| 0.001|246.10557864|+55.20509584
 80390| 5.42|   6.97|  -14.06|  -30.44|  0.77|-0.104|246.13231258|-37.56604406
 80399| 5.40|  31.82|   69.27|  -82.06|  1.12| 0.625|246.16571952|-29.70466306
 80460| 5.53|  12.73|    2.63|    0.18|  0.57| 0.174|246.35069888|+37.39407916
 80463| 4.57|  13.87|   39.39|  -59.89|  0.94| 0.002|246.35397192|+14.03326957
 80473| 4.57|   8.27|   -5.61|  -25.04|  1.18| 0.227|246.39632325|-23.44717850
 80480| 5.55|  23.61| -113.04|  104.23|  0.52| 0.249|246.42993290|+78.96385386
 80569| 4.22|   6.67|   -5.58|  -22.22|  0.74| 0.217|246.75597864|-18.45625099
 80582| 4.46|   8.16|  -13.72|  -20.63|  0.98|-0.070|246.79598315|-47.55478604
 80620| 5.24|   6.43|   -0.95| -153.41|  0.93| 1.721|246.93106828|-07.59792904
